   0.315345998E-04   0.206189931E-04   0.118702547E-04   0.113149881E-04   0.118702547E-04   0.206189931E-04   0.235156956E-04   0.135546560E-04   0.994468381E-06  -0.165920888E-06
   0.354543757E-04   0.170285577E-04   0.493822211E-05   0.624161369E-05   0.493822211E-05   0.170285577E-04   0.387831889E-04   0.201351401E-04  -0.422809607E-05  -0.708107632E-05
   0.319252231E-04   0.202169014E-04   0.110950414E-04   0.107372464E-04   0.110950414E-04   0.202169014E-04   0.251183980E-04   0.142669571E-04   0.442326410E-06  -0.914881719E-06
   0.323412969E-04   0.198191463E-04   0.103212118E-04   0.101620099E-04   0.103212118E-04   0.198191463E-04   0.267333675E-04   0.149826175E-04  -0.113678255E-06  -0.166676020E-05
   0.327798443E-04   0.194234266E-04   0.954849473E-05   0.958969735E-05   0.954849473E-05   0.194234266E-04   0.283670225E-04   0.157024713E-04  -0.675452001E-06  -0.242270034E-05
   0.332360711E-04   0.190279608E-04   0.877686711E-05   0.902088929E-05   0.877686711E-05   0.190279608E-04   0.300251045E-04   0.164272991E-04  -0.124469560E-05  -0.318374345E-05
   0.337085789E-04   0.186315895E-04   0.800637049E-05   0.845602413E-05   0.800637049E-05   0.186315895E-04   0.317115723E-04   0.171575640E-04  -0.182251145E-05  -0.395056833E-05
   0.341851910E-04   0.182336273E-04   0.723710177E-05   0.789543207E-05   0.723710177E-05   0.182336273E-04   0.334291104E-04   0.178934825E-04  -0.240954620E-05  -0.472357433E-05
   0.346523214E-04   0.178337685E-04   0.646920158E-05   0.733937153E-05   0.646920158E-05   0.178337685E-04   0.351795370E-04   0.186351077E-04  -0.300612793E-05  -0.550296948E-05
   0.350905573E-04   0.174320043E-04   0.570284277E-05   0.678804513E-05   0.570284277E-05   0.174320043E-04   0.369640127E-04   0.193823749E-04  -0.361234280E-05  -0.628881756E-05
   0.387849683E-04   0.107157575E-04  -0.708248171E-05  -0.191034156E-05  -0.708248171E-05   0.107157575E-04   0.722308682E-04   0.329638785E-04  -0.152377998E-04  -0.206678416E-04
   0.357339399E-04   0.166177099E-04   0.416406104E-05   0.569207531E-05   0.416406104E-05   0.166177099E-04   0.406655444E-04   0.209046842E-04  -0.486265848E-05  -0.789171960E-05
   0.359434368E-04   0.162060826E-04   0.339213713E-05   0.514781515E-05   0.339213713E-05   0.162060826E-04   0.425837829E-04   0.216794604E-04  -0.550647039E-05  -0.870866042E-05
   0.361235798E-04   0.157943098E-04   0.262267882E-05   0.460891166E-05   0.262267882E-05   0.157943098E-04   0.445374577E-04   0.224592243E-04  -0.615911646E-05  -0.953167373E-05
   0.362907885E-04   0.153830793E-04   0.185590904E-05   0.407542167E-05   0.185590904E-05   0.153830793E-04   0.465258178E-04   0.232437325E-04  -0.682013327E-05  -0.103605078E-04
   0.364550680E-04   0.149731007E-04   0.109203863E-05   0.354738122E-05   0.109203863E-05   0.149731007E-04   0.485478180E-04   0.240327530E-04  -0.748903015E-05  -0.111948958E-04
   0.366233624E-04   0.145650807E-04   0.331261208E-06   0.302480645E-05   0.331261208E-06   0.145650807E-04   0.506021218E-04   0.248260707E-04  -0.816530624E-05  -0.120345644E-04
   0.367960171E-04   0.141597020E-04  -0.426251267E-06   0.250769396E-05  -0.426251267E-06   0.141597020E-04   0.526870934E-04   0.256234921E-04  -0.884846472E-05  -0.128792417E-04
   0.369748753E-04   0.137576071E-04  -0.118035213E-05   0.199602102E-05  -0.118035213E-05   0.137576071E-04   0.548008262E-04   0.264248470E-04  -0.953802435E-05  -0.137286625E-04
   0.371614358E-04   0.133593856E-04  -0.193092276E-05   0.148974573E-05  -0.193092276E-05   0.133593856E-04   0.569411037E-04   0.272299884E-04  -0.102335288E-04  -0.145825730E-04
   0.373572123E-04   0.129655651E-04  -0.267787449E-05   0.988807387E-06  -0.267787449E-05   0.129655651E-04   0.591058533E-04   0.280387922E-04  -0.109345535E-04  -0.154407341E-04
   0.375635065E-04   0.125766046E-04  -0.342114961E-05   0.493126917E-06  -0.342114961E-05   0.125766046E-04   0.612922737E-04   0.288511549E-04  -0.116407113E-04  -0.163029236E-04
   0.377814263E-04   0.121928919E-04  -0.416072155E-05   0.260767537E-08  -0.416072155E-05   0.121928919E-04   0.635009328E-04   0.296669916E-04  -0.123516549E-04  -0.171689380E-04
   0.380118820E-04   0.118147417E-04  -0.489659422E-05  -0.482863535E-06  -0.489659422E-05   0.118147417E-04   0.657209904E-04   0.304862333E-04  -0.130670790E-04  -0.180385931E-04
   0.382556041E-04   0.114423972E-04  -0.562880073E-05  -0.963415218E-06  -0.562880073E-05   0.114423972E-04   0.679350837E-04   0.313088239E-04  -0.137867201E-04  -0.189117234E-04
   0.385131591E-04   0.110760327E-04  -0.635740132E-05  -0.143918956E-05  -0.635740132E-05   0.110760327E-04   0.701155863E-04   0.321347181E-04  -0.145103553E-04  -0.197881826E-04
   0.452772597E-04   0.557903104E-05  -0.186403835E-04  -0.915670765E-05  -0.186403835E-04   0.557903104E-05   0.105600260E-03   0.470548680E-04  -0.276973361E-04  -0.355390858E-04
   0.390797015E-04   0.103516096E-04  -0.782468722E-05  -0.239028495E-05  -0.782468722E-05   0.103516096E-04   0.743403396E-04   0.338200694E-04  -0.159898152E-04  -0.215758166E-04
   0.393899998E-04   0.999395015E-05  -0.856341968E-05  -0.286570082E-05  -0.856341968E-05   0.999395015E-05   0.763892574E-04   0.346796529E-04  -0.167455757E-04  -0.224869514E-04
   0.397159297E-04   0.964272040E-05  -0.929883364E-05  -0.333678390E-05  -0.929883364E-05   0.964272040E-05   0.784083873E-04   0.355426023E-04  -0.175049853E-04  -0.234011547E-04
