  -0.102611166E-04  -0.418147514E-06  -0.102611166E-04  -0.299462834E-04  -0.326270817E-04   0.145631545E-05   0.551692437E-04
  -0.105285876E-04  -0.267305211E-06  -0.105285876E-04  -0.310453509E-04  -0.338190107E-04   0.166006775E-05   0.577670055E-04
  -0.107998089E-04  -0.117162748E-06  -0.107998089E-04  -0.321547570E-04  -0.350240811E-04   0.186229797E-05   0.604011347E-04
  -0.110746881E-04   0.322557881E-07  -0.110746881E-04  -0.332741620E-04  -0.362418841E-04   0.206285174E-05   0.630701404E-04
  -0.113531215E-04   0.180946102E-06  -0.113531215E-04  -0.344032367E-04  -0.374720440E-04   0.226153009E-05   0.657724183E-04
  -0.166495454E-04   0.271669971E-05  -0.166495454E-04  -0.553796224E-04  -0.606662253E-04   0.511650540E-05   0.116453091E-03
  -0.119283710E-04   0.480406730E-06  -0.119283710E-04  -0.367219964E-04  -0.400040239E-04   0.265777587E-05   0.713491694E-04
  -0.122251163E-04   0.631216240E-06  -0.122251163E-04  -0.379115732E-04  -0.413058903E-04   0.285461183E-05   0.742215996E-04
  -0.125250847E-04   0.781412454E-06  -0.125250847E-04  -0.391100805E-04  -0.426195261E-04   0.304825914E-05   0.771215294E-04
  -0.128281251E-04   0.931067945E-06  -0.128281251E-04  -0.403172171E-04  -0.439446653E-04   0.323835981E-05   0.800469156E-04
  -0.131340837E-04   0.108026363E-05  -0.131340837E-04  -0.415326922E-04  -0.452810615E-04   0.342454861E-05   0.829957228E-04
  -0.134428058E-04   0.122908648E-05  -0.134428058E-04  -0.427562253E-04  -0.466284849E-04   0.360645893E-05   0.859659434E-04
  -0.137541367E-04   0.137762744E-05  -0.137541367E-04  -0.439875456E-04  -0.479867195E-04   0.378372804E-05   0.889556155E-04
  -0.140679233E-04   0.152597947E-05  -0.140679233E-04  -0.452263913E-04  -0.493555608E-04   0.395600143E-05   0.919628392E-04
  -0.143840154E-04   0.167423589E-05  -0.143840154E-04  -0.464725099E-04  -0.507348139E-04   0.412293628E-05   0.949857899E-04
  -0.147022663E-04   0.182248894E-05  -0.147022663E-04  -0.477256576E-04  -0.521242919E-04   0.428420406E-05   0.980227290E-04
  -0.150225338E-04   0.197082856E-05  -0.150225338E-04  -0.489855995E-04  -0.535238147E-04   0.443949233E-05   0.101072012E-03
  -0.153446810E-04   0.211934138E-05  -0.153446810E-04  -0.502521095E-04  -0.549332086E-04   0.458850575E-05   0.104132094E-03
  -0.156685769E-04   0.226810989E-05  -0.156685769E-04  -0.515249701E-04  -0.563523056E-04   0.473096640E-05   0.107201532E-03
  -0.159940969E-04   0.241721181E-05  -0.159940969E-04  -0.528039734E-04  -0.577809436E-04   0.486661355E-05   0.110278986E-03
  -0.163211230E-04   0.256671966E-05  -0.163211230E-04  -0.540889201E-04  -0.592189663E-04   0.499520272E-05   0.113363218E-03
  -0.185318096E-04   0.357784193E-05  -0.185318096E-04  -0.627918856E-04  -0.690327813E-04   0.565617745E-05   0.134017147E-03
  -0.169608069E-04   0.285879111E-05  -0.169608069E-04  -0.566033381E-04  -0.620409790E-04   0.522415197E-05   0.119374577E-03
  -0.172731395E-04   0.300140475E-05  -0.172731395E-04  -0.578318816E-04  -0.634237256E-04   0.532493817E-05   0.122299342E-03
  -0.175864674E-04   0.314458313E-05  -0.175864674E-04  -0.590651173E-04  -0.648143575E-04   0.541869835E-05   0.125226629E-03
  -0.179007232E-04   0.328836400E-05  -0.179007232E-04  -0.603029265E-04  -0.662127878E-04   0.550526144E-05   0.128155743E-03
  -0.182158474E-04   0.343278017E-05  -0.182158474E-04  -0.615452045E-04  -0.676189440E-04   0.558446149E-05   0.131086057E-03
  -0.111983586E-04  -0.409913881E-05   0.755967311E-05   0.146296097E-04   0.908454300E-05  -0.148622279E-05  -0.829786728E-05
  -0.153202319E-04  -0.369981913E-05   0.172453534E-04   0.322977847E-04   0.256468698E-04   0.429569416E-05  -0.137185745E-04
  -0.116690612E-04  -0.403312338E-05   0.865122752E-05   0.165422371E-04   0.108332271E-04  -0.852353449E-06  -0.881171178E-05
  -0.121392865E-04  -0.397183737E-05   0.973772089E-05   0.184554127E-04   0.125852406E-04  -0.223502058E-06  -0.934020439E-05
  -0.126073710E-04  -0.391560274E-05   0.108197641E-04   0.203755718E-04   0.143508619E-04   0.403920491E-06  -0.988774498E-05
  -0.130719956E-04  -0.386488067E-05   0.118979206E-04   0.223088358E-04   0.161398818E-04   0.103346216E-05  -0.104583029E-04
  -0.135322546E-04  -0.381994558E-05   0.129726902E-04   0.242597693E-04   0.179597093E-04   0.166794003E-05  -0.110544707E-04
  -0.139875353E-04  -0.378093430E-05   0.140445060E-04   0.262318122E-04   0.198161074E-04   0.230965440E-05  -0.116778492E-04
  -0.144374334E-04  -0.374790738E-05   0.151137180E-04   0.282275860E-04   0.217136954E-04   0.296050470E-05  -0.123293955E-04
  -0.148817046E-04  -0.372087486E-05   0.161805994E-04   0.302490786E-04   0.236562397E-04   0.362207402E-05  -0.130095927E-04
  -0.576298264E-05  -0.338675042E-05  -0.571307217E-05  -0.106514442E-04  -0.123047690E-04  -0.306729713E-05   0.116575155E-04
  -0.578603286E-05  -0.338764927E-05  -0.568598692E-05  -0.106084976E-04  -0.122598411E-04  -0.301722624E-05   0.116842841E-04
